#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
WP23	B cell receptor signaling pathway	6	97	1.09	0.54	0.0101	9606.ENSP00000085219,9606.ENSP00000346300,9606.ENSP00000376544,9606.ENSP00000391592,9606.ENSP00000423602,9606.ENSP00000468348	CD22,CRKL,CD79B,PTPN6,DAPP1,MAP2K6
